sample_alias,sample_name,environment,sample_accession,run_accession,ebi_fq_1,ebi_fq_2,fq_1,fq_2
SZAXPI018348-13,D9,saliva,SAMEA2738114,ERR589667,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589667/ERR589667_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589667/ERR589667_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_009A_plaque.SZAXPI018348-13.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_009A_plaque.SZAXPI018348-13.clean.trim.rmhost.2.fq.gz
SZAXPI018349-14,C9_S,saliva,SAMEA2738115,ERR589668,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589668/ERR589668_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589668/ERR589668_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_010A_plaque.SZAXPI018349-14.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_010A_plaque.SZAXPI018349-14.clean.trim.rmhost.2.fq.gz
SZAXPI018350-15,D41,saliva,SAMEA2738116,ERR589669,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589669/ERR589669_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589669/ERR589669_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_041A_plaque.SZAXPI018350-15.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_041A_plaque.SZAXPI018350-15.clean.trim.rmhost.2.fq.gz
SZAXPI018351-16,D43,saliva,SAMEA2738117,ERR589670,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589670/ERR589670_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589670/ERR589670_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_043A_plaque.SZAXPI018351-16.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_043A_plaque.SZAXPI018351-16.clean.trim.rmhost.2.fq.gz
SZAXPI018352-17,D44,saliva,SAMEA2738118,ERR589671,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589671/ERR589671_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589671/ERR589671_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_044A_plaque.SZAXPI018352-17.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_044A_plaque.SZAXPI018352-17.clean.trim.rmhost.2.fq.gz
SZAXPI018353-18,C47_S,saliva,SAMEA2738119,ERR589672,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589672/ERR589672_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589672/ERR589672_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_048A_plaque.SZAXPI018353-18.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_048A_plaque.SZAXPI018353-18.clean.trim.rmhost.2.fq.gz
SZAXPI018354-19,D51,saliva,SAMEA2738120,ERR589673,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589673/ERR589673_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589673/ERR589673_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_051A_plaque.SZAXPI018354-19.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_051A_plaque.SZAXPI018354-19.clean.trim.rmhost.2.fq.gz
SZAXPI018355-20,C51_S,saliva,SAMEA2738121,ERR589674,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589674/ERR589674_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589674/ERR589674_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_052A_plaque.SZAXPI018355-20.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_052A_plaque.SZAXPI018355-20.clean.trim.rmhost.2.fq.gz
SZAXPI018356-21,D53,saliva,SAMEA2738122,ERR589675,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589675/ERR589675_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589675/ERR589675_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_053A_plaque.SZAXPI018356-21.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_053A_plaque.SZAXPI018356-21.clean.trim.rmhost.2.fq.gz
SZAXPI018357-22,D57,saliva,SAMEA2738123,ERR589676,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589676/ERR589676_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589676/ERR589676_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_057A_plaque.SZAXPI018357-22.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_057A_plaque.SZAXPI018357-22.clean.trim.rmhost.2.fq.gz
SZAXPI018358-23,D60,saliva,SAMEA2738124,ERR589677,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589677/ERR589677_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589677/ERR589677_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_060A_plaque.SZAXPI018358-23.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_060A_plaque.SZAXPI018358-23.clean.trim.rmhost.2.fq.gz
SZAXPI018359-24,D62,saliva,SAMEA2738125,ERR589678,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589678/ERR589678_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589678/ERR589678_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_062A_plaque.SZAXPI018359-24.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_062A_plaque.SZAXPI018359-24.clean.trim.rmhost.2.fq.gz
SZAXPI018360-25,D82,saliva,SAMEA2738126,ERR589679,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589679/ERR589679_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589679/ERR589679_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_082A_plaque.SZAXPI018360-25.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_082A_plaque.SZAXPI018360-25.clean.trim.rmhost.2.fq.gz
SZAXPI018361-26,D86,saliva,SAMEA2738127,ERR589680,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589680/ERR589680_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589680/ERR589680_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_086A_plaque.SZAXPI018361-26.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_086A_plaque.SZAXPI018361-26.clean.trim.rmhost.2.fq.gz
SZAXPI018389-74,D114,saliva,SAMEA2738128,ERR589681,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589681/ERR589681_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589681/ERR589681_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_114A_plaque.SZAXPI018389-74.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_114A_plaque.SZAXPI018389-74.clean.trim.rmhost.2.fq.gz
SZAXPI018391-27,D90,saliva,SAMEA2738129,ERR589682,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589682/ERR589682_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589682/ERR589682_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_090A_plaque.SZAXPI018391-27.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_090A_plaque.SZAXPI018391-27.clean.trim.rmhost.2.fq.gz
SZAXPI018392-31,D93,saliva,SAMEA2738130,ERR589683,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589683/ERR589683_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589683/ERR589683_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_093A_plaque.SZAXPI018392-31.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_093A_plaque.SZAXPI018392-31.clean.trim.rmhost.2.fq.gz
SZAXPI018393-32,D94,saliva,SAMEA2738131,ERR589684,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589684/ERR589684_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589684/ERR589684_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_094A_plaque.SZAXPI018393-32.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_094A_plaque.SZAXPI018393-32.clean.trim.rmhost.2.fq.gz
SZAXPI018394-33,D99,saliva,SAMEA2738132,ERR589685,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589685/ERR589685_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589685/ERR589685_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_099A_plaque.SZAXPI018394-33.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_099A_plaque.SZAXPI018394-33.clean.trim.rmhost.2.fq.gz
SZAXPI018395-34,D100,saliva,SAMEA2738133,ERR589686,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589686/ERR589686_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589686/ERR589686_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_100A_plaque.SZAXPI018395-34.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_100A_plaque.SZAXPI018395-34.clean.trim.rmhost.2.fq.gz
SZAXPI018396-36,D104,saliva,SAMEA2738134,ERR589687,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589687/ERR589687_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589687/ERR589687_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_104A_plaque.SZAXPI018396-36.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_104A_plaque.SZAXPI018396-36.clean.trim.rmhost.2.fq.gz
SZAXPI018397-37,C104_R,saliva,SAMEA2738135,ERR589688,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589688/ERR589688_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589688/ERR589688_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_105A_plaque.SZAXPI018397-37.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_105A_plaque.SZAXPI018397-37.clean.trim.rmhost.2.fq.gz
SZAXPI018398-35,C88_S,saliva,SAMEA2738136,ERR589689,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589689/ERR589689_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589689/ERR589689_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_101A_plaque.SZAXPI018398-35.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_101A_plaque.SZAXPI018398-35.clean.trim.rmhost.2.fq.gz
SZAXPI018399-39,D113,saliva,SAMEA2738137,ERR589690,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589690/ERR589690_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589690/ERR589690_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_113A_plaque.SZAXPI018399-39.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_113A_plaque.SZAXPI018399-39.clean.trim.rmhost.2.fq.gz
SZAXPI018400-40,D15,saliva,SAMEA2738138,ERR589691,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589691/ERR589691_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589691/ERR589691_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_015A_plaque.SZAXPI018400-40.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_015A_plaque.SZAXPI018400-40.clean.trim.rmhost.2.fq.gz
SZAXPI018401-45,D69,saliva,SAMEA2738139,ERR589692,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589692/ERR589692_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589692/ERR589692_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_069A_plaque.SZAXPI018401-45.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_069A_plaque.SZAXPI018401-45.clean.trim.rmhost.2.fq.gz
SZAXPI018402-62,D108,saliva,SAMEA2738140,ERR589693,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589693/ERR589693_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589693/ERR589693_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_108A_plaque.SZAXPI018402-62.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_108A_plaque.SZAXPI018402-62.clean.trim.rmhost.2.fq.gz
SZAXPI018403-44,D25,saliva,SAMEA2738141,ERR589694,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589694/ERR589694_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589694/ERR589694_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_025A_plaque.SZAXPI018403-44.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_025A_plaque.SZAXPI018403-44.clean.trim.rmhost.2.fq.gz
SZAXPI018404-43,C22_R,saliva,SAMEA2738142,ERR589695,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589695/ERR589695_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589695/ERR589695_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_021A_plaque.SZAXPI018404-43.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_021A_plaque.SZAXPI018404-43.clean.trim.rmhost.2.fq.gz
SZAXPI018405-46,D73,saliva,SAMEA2738143,ERR589696,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589696/ERR589696_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589696/ERR589696_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_073A_plaque.SZAXPI018405-46.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_073A_plaque.SZAXPI018405-46.clean.trim.rmhost.2.fq.gz
SZAXPI018406-56,D98,saliva,SAMEA2738144,ERR589697,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589697/ERR589697_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589697/ERR589697_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_098A_plaque.SZAXPI018406-56.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_098A_plaque.SZAXPI018406-56.clean.trim.rmhost.2.fq.gz
SZAXPI018432-75,D117,saliva,SAMEA2738145,ERR589698,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589698/ERR589698_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589698/ERR589698_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_117A_plaque.SZAXPI018432-75.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_117A_plaque.SZAXPI018432-75.clean.trim.rmhost.2.fq.gz
SZAXPI018433-84,D118,saliva,SAMEA2738146,ERR589699,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589699/ERR589699_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589699/ERR589699_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_118A_plaque.SZAXPI018433-84.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_118A_plaque.SZAXPI018433-84.clean.trim.rmhost.2.fq.gz
SZAXPI018434-87,D121,saliva,SAMEA2738147,ERR589700,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589700/ERR589700_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589700/ERR589700_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_121A_plaque.SZAXPI018434-87.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_121A_plaque.SZAXPI018434-87.clean.trim.rmhost.2.fq.gz
SZAXPI018435-88,D122,saliva,SAMEA2738148,ERR589701,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589701/ERR589701_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589701/ERR589701_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_122A_plaque.SZAXPI018435-88.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_122A_plaque.SZAXPI018435-88.clean.trim.rmhost.2.fq.gz
SZAXPI018436-90,D124,saliva,SAMEA2738149,ERR589702,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589702/ERR589702_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589702/ERR589702_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_124A_plaque.SZAXPI018436-90.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_124A_plaque.SZAXPI018436-90.clean.trim.rmhost.2.fq.gz
SZAXPI018437-94,D126,saliva,SAMEA2738150,ERR589703,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589703/ERR589703_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589703/ERR589703_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_126A_plaque.SZAXPI018437-94.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_126A_plaque.SZAXPI018437-94.clean.trim.rmhost.2.fq.gz
SZAXPI018438-95,C126_S,saliva,SAMEA2738151,ERR589704,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589704/ERR589704_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589704/ERR589704_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_127A_plaque.SZAXPI018438-95.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_127A_plaque.SZAXPI018438-95.clean.trim.rmhost.2.fq.gz
SZAXPI018439-102,D130,saliva,SAMEA2738152,ERR589705,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589705/ERR589705_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589705/ERR589705_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_130A_plaque.SZAXPI018439-102.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_130A_plaque.SZAXPI018439-102.clean.trim.rmhost.2.fq.gz
SZAXPI018440-108,C130_S,saliva,SAMEA2738153,ERR589706,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589706/ERR589706_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589706/ERR589706_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_131A_plaque.SZAXPI018440-108.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_131A_plaque.SZAXPI018440-108.clean.trim.rmhost.2.fq.gz
SZAXPI018441-109,D132,saliva,SAMEA2738154,ERR589707,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589707/ERR589707_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589707/ERR589707_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_132A_plaque.SZAXPI018441-109.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_132A_plaque.SZAXPI018441-109.clean.trim.rmhost.2.fq.gz
SZAXPI018442-111,D133,saliva,SAMEA2738155,ERR589708,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589708/ERR589708_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589708/ERR589708_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_133A_plaque.SZAXPI018442-111.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_133A_plaque.SZAXPI018442-111.clean.trim.rmhost.2.fq.gz
SZAXPI018443-113,D135,saliva,SAMEA2738156,ERR589709,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589709/ERR589709_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589709/ERR589709_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_135A_plaque.SZAXPI018443-113.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_135A_plaque.SZAXPI018443-113.clean.trim.rmhost.2.fq.gz
SZAXPI018444-123,D144,saliva,SAMEA2738157,ERR589710,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589710/ERR589710_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589710/ERR589710_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_144A_plaque.SZAXPI018444-123.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_144A_plaque.SZAXPI018444-123.clean.trim.rmhost.2.fq.gz
SZAXPI018445-129,D145,saliva,SAMEA2738158,ERR589711,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589711/ERR589711_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589711/ERR589711_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_145A_plaque.SZAXPI018445-129.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_145A_plaque.SZAXPI018445-129.clean.trim.rmhost.2.fq.gz
SZAXPI018446-133,C145_R,saliva,SAMEA2738159,ERR589712,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589712/ERR589712_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589712/ERR589712_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_146A_plaque.SZAXPI018446-133.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_146A_plaque.SZAXPI018446-133.clean.trim.rmhost.2.fq.gz
SZAXPI018447-136,D147,saliva,SAMEA2738160,ERR589713,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589713/ERR589713_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589713/ERR589713_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_147A_plaque.SZAXPI018447-136.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_147A_plaque.SZAXPI018447-136.clean.trim.rmhost.2.fq.gz
